-7,0.8683606
-6.998,0.9655824
-6.996,1.0514036
-6.994,1.1134744
-6.992,1.17632
-6.99,1.240216
-6.988,1.30486
-6.986,1.370488
-6.984,1.437088
-6.982,1.504522
-6.98,1.572868
-6.978,1.64211
-6.976,1.695678
-6.974,1.72072
-6.972,1.747722
-6.97,1.751108
-6.968,1.599646
-6.966,1.58564
-6.964,1.604244
-6.962,1.622228
-6.96,1.639982
-6.958,1.657382
-6.956,1.674218
-6.954,2.623924
-6.952,4.64642
-6.95,4.758094
-6.948,4.634182
-6.946,4.351304
-6.944,5.666582
-6.942,5.61737
-6.94,7.46716
-6.938,7.508978
-6.936,8.987526
-6.934,6.83532
-6.932,6.885406
-6.93,6.474686
-6.928,8.57708
-6.926,11.40742
-6.924,12.16402
-6.922,15.53208
-6.92,12.89766
-6.918,15.15994
-6.916,16.30772
-6.914,20.12396
-6.912,21.33888
-6.91,27.89868
-6.908,29.011
-6.906,29.29278
-6.904,31.97546
-6.902,28.36004
-6.9,28.5442
-6.898,33.44482
-6.896,40.17502
-6.894,46.07214
-6.892,50.54848
-6.89,55.88004
-6.888,55.24
-6.886,68.65972
-6.884,46.78892
-6.882,29.07186
-6.88,30.34646
-6.878,31.61438
-6.876,38.97548
-6.874,34.23038
-6.872,29.68541
-6.87,26.056084
-6.868,23.06287
-6.866,16.97216
-6.864,14.62528
-6.862,13.432378
-6.86,12.523152
-6.858,11.208312
-6.856,10.125688
-6.854,8.736836
-6.852,7.767012
-6.85,6.66005
-6.848,6.1009
-6.846,6.512398
-6.844,5.430872
-6.842,4.724792
-6.84,4.52295
-6.838,4.337952
-6.836,4.30841
-6.834,4.28145
-6.832,4.267632
-6.83,4.297512
-6.828,4.396144
-6.826,4.518672
-6.824,5.400472
-6.822,8.71424
-6.82,15.34598
-6.818,22.12544
-6.816,11.39406
-6.814,8.322
-6.812,7.40342
-6.81,6.29466
-6.808,5.626864
-6.806,8.29394
-6.804,6.35958
-6.802,10.032624
-6.8,4.69141
-6.798,4.706366
-6.796,4.922182
-6.794,5.22895
-6.792,5.536028
-6.79,5.845594
-6.788,6.13265
-6.786,6.178848
-6.784,6.11207
-6.782,6.023056
-6.78,5.851394
-6.778,5.695554
-6.776,5.654494
-6.774,5.436952
-6.772,5.294238
-6.77,5.34297
-6.768,5.120542
-6.766,5.15167
-6.764,6.00848
-6.762,5.81058
-6.76,5.563156
-6.758,5.015084
-6.756,4.410478
-6.754,3.821528
-6.752,3.352806
-6.75,2.940728
-6.748,2.600696
-6.746,2.31022
-6.744,1.989852
-6.742,1.915016
-6.74,1.868144
-6.738,1.78031
-6.736,1.642902
-6.734,1.765512
-6.732,2.213882
-6.73,2.256504
-6.728,1.920624
-6.726,1.993146
-6.724,2.072442
-6.722,2.100258
-6.72,2.096078
-6.718,2.181374
-6.716,2.367582
-6.714,2.472018
-6.712,2.546152
-6.71,2.77728
-6.708,2.855146
-6.706,2.86886
-6.704,2.92351
-6.702,2.833524
